Order ID,Order Date,Customer Name,Gender,Age,City,State,Region,Product,Category,Quantity,Unit Price,Discount %,Sales,Cost,Profit,Salesperson,Payment Mode,Customer Type,Rating
100062,2025-01-02 0:00:00,Neha Kumar,Female,30,Mumbai,Maharashtra,West,Phone,Electronics,6,31729.19,25,142781.35,118985.76,23795.59,Ravi Kumar,Debit Card,Returning,2
100063,2025-07-01 0:00:00,Suresh Patel,Female,21,Visakhapatnam,Andhra Pradesh,South,Chair,Furniture,2,5772.67,0,11545.34,9915.63,1629.71,Ravi Kumar,Credit Card,New,1
100064,2024-06-20 0:00:00,Lakshmi Das,Female,52,Delhi,Delhi,North,Mouse,Electronics,6,758.06,10,4093.52,2683.95,1409.57,Amit Singh,Credit Card,Returning,4
100065,2024-07-14 0:00:00,Meera Sharma,Female,31,Pune,Maharashtra,West,Tablet,Electronics,5,20181.59,5,95862.55,80779.8,15082.75,Priya Rao,Cash,Returning,3
100066,2025-08-23 0:00:00,John Das,Female,63,Visakhapatnam,Andhra Pradesh,South,Laptop,Electronics,1,50834.87,10,45751.38,39958.29,5793.09,Priya Rao,Net Banking,Returning,4
100067,2025-07-08 0:00:00,Neha Singh,Female,31,Delhi,Delhi,North,Laptop,Electronics,4,57184.59,5,217301.44,172246.91,45054.53,Ravi Kumar,Credit Card,New,3
100068,2025-03-25 0:00:00,Ananya Das,Female,35,Bengaluru,Karnataka,South,Headphones,Electronics,2,2373.29,15,4034.59,3435.85,598.74,Priya Rao,Debit Card,New,4
100069,2025-06-01 0:00:00,Lakshmi Sharma,Female,50,Chennai,Tamil Nadu,South,Phone,Electronics,2,31080.93,0,62161.86,53852.85,8309.01,Amit Singh,UPI,Returning,3
100070,2024-03-07 0:00:00,Neha Patel,Female,19,Mumbai,Maharashtra,West,Mouse,Electronics,3,788.53,0,2365.59,2043.02,322.57,Amit Singh,Debit Card,Returning,4
100071,2025-02-02 0:00:00,Vivaan Reddy,Female,59,Chennai,Tamil Nadu,South,Printer,Electronics,5,8233.98,0,41169.9,36723.67,4446.23,Kiran Patel,Debit Card,Returning,1
100072,2024-01-23 0:00:00,Ananya Das,Female,64,Mumbai,Maharashtra,West,Desk,Furniture,5,12051.33,20,48205.32,33358.07,14847.25,Ravi Kumar,Cash,Returning,4
100073,2024-01-18 0:00:00,Rohan Das,Female,48,Delhi,Delhi,North,Laptop,Electronics,4,58879.03,25,176637.09,129951.72,46685.37,Rahul Verma,Debit Card,Returning,5
100074,2024-01-19 0:00:00,Suresh Kumar,Female,20,Visakhapatnam,Andhra Pradesh,South,Tablet,Electronics,7,21523.68,0,150665.76,121172.54,29493.22,Neha Sharma,Cash,Returning,5
100075,2025-02-19 0:00:00,Rohan Kumar,Female,39,Pune,Maharashtra,West,Chair,Furniture,2,5865.62,20,9384.99,6938.29,2446.7,Priya Rao,Credit Card,New,1
100076,2025-11-01 0:00:00,Rohan Reddy,Female,23,Pune,Maharashtra,West,Desk,Furniture,1,11384.69,5,10815.46,8782.97,2032.49,Kiran Patel,Net Banking,New,5
100077,2024-07-30 0:00:00,Rahul Reddy,Male,48,Chennai,Tamil Nadu,South,Laptop,Electronics,6,58510.65,10,315957.51,220712.82,95244.69,Neha Sharma,Net Banking,Returning,2
100078,2025-05-11 0:00:00,John Kumar,Male,20,Chennai,Tamil Nadu,South,Desk,Furniture,2,12095.59,15,20562.5,16866.78,3695.72,Rahul Verma,Debit Card,New,5
100079,2024-11-29 0:00:00,Sarah Kumar,Male,31,Delhi,Delhi,North,Monitor,Electronics,6,10825.12,0,64950.72,58225.26,6725.46,Priya Rao,Cash,New,4
100080,2025-07-25 0:00:00,Rohan Kumar,Female,65,Mumbai,Maharashtra,West,Mouse,Electronics,4,831.34,5,3159.09,2329.74,829.35,Ravi Kumar,Debit Card,Returning,1
100081,2025-01-20 0:00:00,Meera Singh,Female,32,Delhi,Delhi,North,Desk,Furniture,4,12913.11,20,41321.95,33567.04,7754.91,Amit Singh,Debit Card,Returning,3
100082,2025-12-23 0:00:00,Aditya Das,Male,29,Mumbai,Maharashtra,West,Headphones,Electronics,7,2325.01,0,16275.07,11894.84,4380.23,Kiran Patel,UPI,New,5
100083,2025-02-15 0:00:00,Rahul Sharma,Female,24,Visakhapatnam,Andhra Pradesh,South,Chair,Furniture,4,6227.97,25,18683.91,14812.86,3871.05,Amit Singh,Debit Card,New,2
100084,2025-05-01 0:00:00,Aarav Kumar,Female,44,Visakhapatnam,Andhra Pradesh,South,Desk,Furniture,3,12094.34,20,29026.42,21051.94,7974.48,Amit Singh,Credit Card,New,1
100085,2024-12-25 0:00:00,Ravi Das,Female,32,Pune,Maharashtra,West,Tablet,Electronics,5,22861.24,0,114306.2,99728.25,14577.95,Kiran Patel,Cash,New,2
100086,2025-10-11 0:00:00,Rahul Kumar,Female,24,Mumbai,Maharashtra,West,Headphones,Electronics,3,2288.87,5,6523.28,4607.93,1915.35,Kiran Patel,Debit Card,Returning,3
100087,2025-03-11 0:00:00,Meera Das,Female,25,Chennai,Tamil Nadu,South,Mouse,Electronics,5,793.67,10,3571.51,2686.85,884.66,Amit Singh,Debit Card,New,5
100088,2024-06-29 0:00:00,Meera Patel,Female,34,Pune,Maharashtra,West,Phone,Electronics,3,30801.5,20,73923.6,50251.62,23671.98,Priya Rao,Net Banking,Returning,4
100089,2024-02-13 0:00:00,Sarah Reddy,Female,28,Chennai,Tamil Nadu,South,Desk,Furniture,3,11242.08,10,30353.62,22518.55,7835.07,Ravi Kumar,Debit Card,New,3
100090,2025-04-24 0:00:00,Rohan Sharma,Female,32,Bengaluru,Karnataka,South,Laptop,Electronics,6,56200.43,25,252901.93,209904.67,42997.26,Amit Singh,Cash,New,1
100091,2024-09-13 0:00:00,Ravi Kumar,Female,33,Chennai,Tamil Nadu,South,Keyboard,Electronics,6,1488.61,5,8485.08,7198.94,1286.14,Kiran Patel,Net Banking,Returning,2
100092,2025-03-21 0:00:00,Aarav Kumar,Male,59,Bengaluru,Karnataka,South,Chair,Furniture,4,6416.16,15,21814.94,15566.27,6248.67,Rahul Verma,UPI,Returning,1
100093,2025-07-21 0:00:00,Pooja Das,Female,60,Delhi,Delhi,North,Laptop,Electronics,3,56163.61,10,151641.75,132942.68,18699.07,Kiran Patel,Cash,New,1
100094,2024-05-03 0:00:00,Rahul Kumar,Female,31,Kolkata,West Bengal,East,Tablet,Electronics,1,21684,25,16263,11138.83,5124.17,Neha Sharma,Cash,New,1
100095,2025-11-26 0:00:00,Sarah Kumar,Male,57,Visakhapatnam,Andhra Pradesh,South,Printer,Electronics,3,9158.23,25,20606.02,17329.72,3276.3,Rahul Verma,Credit Card,Returning,1
100096,2024-07-02 0:00:00,Lakshmi Das,Male,35,Delhi,Delhi,North,Printer,Electronics,1,9811.14,25,7358.35,4915.79,2442.56,Rahul Verma,Net Banking,Returning,2
100097,2024-03-15 0:00:00,Ananya Reddy,Female,53,Hyderabad,Telangana,South,Printer,Electronics,7,8723.28,5,58009.81,45200.81,12809,Neha Sharma,Net Banking,Returning,4
100098,2025-06-14 0:00:00,Rahul Singh,Female,59,Pune,Maharashtra,West,Desk,Furniture,5,12651.22,25,47442.07,40533,6909.07,Neha Sharma,Credit Card,Returning,5
100099,2025-08-23 0:00:00,Kiran Singh,Male,40,Mumbai,Maharashtra,West,Monitor,Electronics,1,12134.16,25,9100.62,6647.04,2453.58,Rahul Verma,Net Banking,New,5
100100,2025-02-18 0:00:00,Ananya Das,Male,49,Mumbai,Maharashtra,West,Chair,Furniture,3,5501.23,5,15678.51,11282.12,4396.39,Rahul Verma,Cash,New,2
100101,2024-03-14 0:00:00,Lakshmi Das,Male,20,Kolkata,West Bengal,East,Printer,Electronics,4,9304.26,5,35356.19,30873.38,4482.81,Neha Sharma,Credit Card,New,5
100102,2024-05-10 0:00:00,Lakshmi Kumar,Female,57,Hyderabad,Telangana,South,Printer,Electronics,2,8661.69,0,17323.38,13350.22,3973.16,Rahul Verma,Cash,Returning,5
100103,2024-07-26 0:00:00,Neha Kumar,Male,64,Chennai,Tamil Nadu,South,Tablet,Electronics,5,20291.9,10,91313.55,74639.47,16674.08,Priya Rao,Debit Card,Returning,2
100104,2024-06-20 0:00:00,Priya Singh,Male,45,Delhi,Delhi,North,Tablet,Electronics,5,22616.73,0,113083.65,76620.49,36463.16,Neha Sharma,Debit Card,Returning,3
100105,2025-11-19 0:00:00,Lakshmi Das,Male,63,Visakhapatnam,Andhra Pradesh,South,Phone,Electronics,7,27242.86,5,181165.02,146982.34,34182.68,Ravi Kumar,Credit Card,Returning,3
100106,2025-01-17 0:00:00,Priya Kumar,Female,43,Visakhapatnam,Andhra Pradesh,South,Phone,Electronics,7,27117.66,10,170841.26,133417.04,37424.22,Rahul Verma,Cash,Returning,5
100107,2025-05-28 0:00:00,David Singh,Female,53,Hyderabad,Telangana,South,Monitor,Electronics,5,13143.35,15,55859.24,39773.6,16085.64,Ravi Kumar,Debit Card,Returning,5
100108,2025-08-17 0:00:00,Kiran Kumar,Male,31,Kolkata,West Bengal,East,Tablet,Electronics,4,21940.84,20,70210.69,50902.73,19307.96,Kiran Patel,UPI,Returning,4
100109,2025-08-10 0:00:00,Lakshmi Sharma,Male,41,Hyderabad,Telangana,South,Chair,Furniture,2,6113.27,10,11003.89,8635.83,2368.06,Amit Singh,Debit Card,New,3
100110,2025-08-21 0:00:00,Neha Sharma,Female,31,Chennai,Tamil Nadu,South,Tablet,Electronics,7,22562.25,20,126348.6,107346.73,19001.87,Priya Rao,Debit Card,New,5
100111,2024-05-15 0:00:00,Rahul Patel,Male,18,Delhi,Delhi,North,Mouse,Electronics,4,852.01,10,3067.24,2299.63,767.61,Ravi Kumar,UPI,Returning,4
100112,2024-10-02 0:00:00,Sarah Patel,Female,63,Mumbai,Maharashtra,West,Laptop,Electronics,8,49610.59,5,377040.48,280290.46,96750.02,Ravi Kumar,UPI,Returning,2
100113,2024-06-29 0:00:00,Ananya Kumar,Male,33,Hyderabad,Telangana,South,Monitor,Electronics,1,11508.64,15,9782.34,6891.1,2891.24,Neha Sharma,Credit Card,New,1
100114,2024-04-07 0:00:00,Suresh Singh,Male,56,Delhi,Delhi,North,Keyboard,Electronics,5,1554.54,25,5829.52,4932.46,897.06,Amit Singh,Debit Card,New,2
100115,2025-08-09 0:00:00,Amit Singh,Female,62,Delhi,Delhi,North,Keyboard,Electronics,6,1436.24,20,6893.95,5504.54,1389.41,Priya Rao,Credit Card,Returning,1
100116,2024-01-14 0:00:00,Aditya Reddy,Female,65,Pune,Maharashtra,West,Phone,Electronics,7,32360.25,25,169891.31,120124.92,49766.39,Priya Rao,Credit Card,New,4
100117,2024-03-18 0:00:00,Ananya Kumar,Female,26,Kolkata,West Bengal,East,Tablet,Electronics,6,22874.31,10,123521.27,105571.15,17950.12,Rahul Verma,Cash,New,3
100118,2024-07-01 0:00:00,Vivaan Sharma,Female,36,Visakhapatnam,Andhra Pradesh,South,Chair,Furniture,1,6415.09,20,5132.07,4240.53,891.54,Neha Sharma,Cash,Returning,1
100119,2024-08-07 0:00:00,Meera Kumar,Female,44,Chennai,Tamil Nadu,South,Mouse,Electronics,5,854.57,25,3204.64,2323.04,881.6,Rahul Verma,Credit Card,Returning,1
100120,2025-04-07 0:00:00,Rahul Reddy,Male,20,Mumbai,Maharashtra,West,Printer,Electronics,4,9868.63,10,35527.07,28374.51,7152.56,Kiran Patel,Debit Card,Returning,2
100121,2024-11-02 0:00:00,Pooja Das,Female,30,Pune,Maharashtra,West,Phone,Electronics,6,27234.47,15,138895.8,113036.13,25859.67,Amit Singh,Cash,Returning,4
100122,2024-04-20 0:00:00,Suresh Patel,Male,31,Kolkata,West Bengal,East,Tablet,Electronics,7,23902.01,10,150582.66,129018.28,21564.38,Kiran Patel,Credit Card,New,4
100123,2025-12-06 0:00:00,Suresh Das,Male,54,Visakhapatnam,Andhra Pradesh,South,Keyboard,Electronics,5,1602.5,20,6410,4819.46,1590.54,Kiran Patel,Net Banking,Returning,5
100124,2025-12-06 0:00:00,Rohan Kumar,Female,41,Kolkata,West Bengal,East,Keyboard,Electronics,7,1483.32,25,7787.43,6878.1,909.33,Amit Singh,Debit Card,Returning,5
100125,2025-10-09 0:00:00,Lakshmi Reddy,Male,45,Bengaluru,Karnataka,South,Mouse,Electronics,8,810.32,10,5834.3,4212.63,1621.67,Priya Rao,UPI,New,3
100126,2025-04-17 0:00:00,John Singh,Male,42,Pune,Maharashtra,West,Tablet,Electronics,7,24065.84,20,134768.7,104013.18,30755.52,Ravi Kumar,UPI,Returning,2
100127,2025-09-18 0:00:00,Arjun Sharma,Male,57,Kolkata,West Bengal,East,Keyboard,Electronics,7,1456.29,20,8155.22,6336.73,1818.49,Neha Sharma,Cash,New,3
100128,2024-06-19 0:00:00,Pooja Sharma,Female,54,Hyderabad,Telangana,South,Desk,Furniture,4,12563.64,5,47741.83,40202.77,7539.06,Kiran Patel,Net Banking,Returning,1
100129,2025-12-30 0:00:00,David Reddy,Male,20,Pune,Maharashtra,West,Printer,Electronics,4,8451.92,15,28736.53,25289.64,3446.89,Rahul Verma,Cash,New,3
100130,2024-07-14 0:00:00,Amit Patel,Female,51,Visakhapatnam,Andhra Pradesh,South,Keyboard,Electronics,6,1354.08,10,7312.03,5018.29,2293.74,Rahul Verma,UPI,New,2
100131,2024-02-28 0:00:00,Sarah Das,Male,51,Bengaluru,Karnataka,South,Mouse,Electronics,3,864.29,15,2203.94,1644.78,559.16,Kiran Patel,Net Banking,New,4
100132,2024-12-10 0:00:00,Aditya Das,Female,27,Bengaluru,Karnataka,South,Keyboard,Electronics,4,1589.52,15,5404.37,4801.04,603.33,Kiran Patel,Cash,Returning,1
100133,2025-06-27 0:00:00,Vivaan Das,Male,39,Hyderabad,Telangana,South,Monitor,Electronics,2,11510.42,10,20718.76,14597.84,6120.92,Rahul Verma,Credit Card,New,2
100134,2024-03-30 0:00:00,Ananya Kumar,Male,21,Chennai,Tamil Nadu,South,Printer,Electronics,5,8929.98,25,33487.42,26169.81,7317.61,Rahul Verma,Cash,Returning,3
100135,2024-10-13 0:00:00,Rohan Kumar,Female,43,Hyderabad,Telangana,South,Tablet,Electronics,1,20201.16,15,17170.99,12192.9,4978.09,Neha Sharma,Credit Card,New,5
100136,2025-11-13 0:00:00,David Das,Male,40,Kolkata,West Bengal,East,Headphones,Electronics,8,2363.94,25,14183.64,12541.16,1642.48,Ravi Kumar,Debit Card,Returning,5
100137,2024-06-05 0:00:00,Lakshmi Sharma,Male,45,Visakhapatnam,Andhra Pradesh,South,Desk,Furniture,5,12704.61,25,47642.29,37959.09,9683.2,Amit Singh,Debit Card,Returning,5
100138,2024-04-03 0:00:00,Ravi Singh,Male,36,Mumbai,Maharashtra,West,Desk,Furniture,7,12802.39,20,71693.38,47839.4,23853.98,Neha Sharma,UPI,Returning,2
100139,2025-10-14 0:00:00,Pooja Singh,Male,53,Pune,Maharashtra,West,Desk,Furniture,7,11899.21,15,70800.3,47224.82,23575.48,Rahul Verma,Cash,Returning,3
100140,2025-01-31 0:00:00,Sneha Singh,Female,63,Bengaluru,Karnataka,South,Mouse,Electronics,7,847.45,25,4449.11,3261.99,1187.12,Priya Rao,Credit Card,New,1
100141,2025-10-25 0:00:00,Aarav Kumar,Female,48,Hyderabad,Telangana,South,Chair,Furniture,5,6073.43,15,25812.08,16900.6,8911.48,Neha Sharma,Net Banking,New,4
100142,2024-11-01 0:00:00,David Sharma,Female,27,Chennai,Tamil Nadu,South,Chair,Furniture,1,6420.19,15,5457.16,4286.99,1170.17,Kiran Patel,Net Banking,Returning,5
100143,2024-10-12 0:00:00,Kiran Sharma,Male,24,Mumbai,Maharashtra,West,Chair,Furniture,8,6197.65,25,37185.9,29724.36,7461.54,Priya Rao,Cash,Returning,4
100144,2025-09-12 0:00:00,Kiran Sharma,Female,52,Bengaluru,Karnataka,South,Monitor,Electronics,4,12431.78,0,49727.12,34065.72,15661.4,Kiran Patel,Cash,New,2
